term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
Summer2016,56455,BI 0076,AI1,3.000,Environmental Science,"[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '07/12-08/05', 'location': 'BNW 127'}]",['MTWRF 0900am-1100am 07/12-08/05 BNW 127'],James E.  Biardi,0,8,-8
Summer2016,56456,BI 0076,AI2,3.000,Environmental Science,"[{'days': 'MTWRF', 'times': '0100pm-0300pm', 'dates': '07/12-08/05', 'location': 'BNW 127'}]",['MTWRF 0100pm-0300pm 07/12-08/05 BNW 127'],James E.  Biardi,0,9,-9
Summer2016,56136,BI 0107,01,4.000,Human Anatomy & Physiology I,"[{'days': 'MWF', 'times': '0830am-1100am', 'dates': '06/06-07/08', 'location': 'BNW 127'}]",['MWF 0830am-1100am 06/06-07/08 BNW 127'],Anthony J.  DeCristofaro,16,14,2
Summer2016,56137,BI 0107L,01,0.000,Human Anatomy & Physiology Lab,"[{'days': 'TR', 'times': '0830am-1100am', 'dates': '06/07-07/07', 'location': 'BNW 240'}]",['TR 0830am-1100am 06/07-07/07 BNW 240'],Anthony J.  DeCristofaro,16,14,2
Summer2016,56138,BI 0108,01,4.000,Human Anatomy & Physiology II,"[{'days': 'MWF', 'times': '0830am-1100am', 'dates': '07/11-08/12', 'location': 'BNW 124'}]",['MWF 0830am-1100am 07/11-08/12 BNW 124'],Anthony J.  DeCristofaro,16,11,5
Summer2016,56139,BI 0108L,01,0.000,Human Anatomy & Physiology Lab,"[{'days': 'TR', 'times': '0830am-1100am', 'dates': '07/12-08/11', 'location': 'BNW 240'}]",['TR 0830am-1100am 07/12-08/11 BNW 240'],Anthony J.  DeCristofaro,16,11,5
Summer2016,56192,BU 0211,01,3.000,Legal Environment of Business,"[{'days': 'TWRF', 'times': '0830am-0430pm', 'dates': '05/25-06/01', 'location': 'DSB 106'}]",['TWRF 0830am-0430pm 05/25-06/01 DSB 106'],Sharlene A.  McEvoy,20,16,4
Summer2016,56388,BB 0121,01,0.000,SHRM Essentials of Human Resource Management,"[{'days': 'FS', 'times': '0900am-0400pm', 'dates': '06/03-06/04', 'location': 'DSB 108'}]",['FS 0900am-0400pm 06/03-06/04 DSB 108'],Raymond T.  Lamanna,15,7,8
Summer2016,56205,BB 0134,01,0.000,Investment Planning,"[{'days': 'T', 'times': '0630pm-1000pm', 'dates': '06/07-08/16', 'location': 'DSB 2109A'}]",['T 0630pm-1000pm 06/07-08/16 DSB 2109A'],Peter J  Coleman,15,5,10
Summer2016,56203,BB 0136,01,0.000,Federal Income and Property Taxation,"[{'days': 'R', 'times': '0630pm-1000pm', 'dates': '04/21-07/07', 'location': 'DSB 2109A'}]",['R 0630pm-1000pm 04/21-07/07 DSB 2109A'],Paul A.  Rivera,15,3,12
Summer2016,56206,BB 0138,01,0.000,Retirement Planning and Employer-Sponsored Benefits,"[{'days': 'M', 'times': '0630pm-1000pm', 'dates': '06/06-08/15', 'location': 'DSB 2109A'}]",['M 0630pm-1000pm 06/06-08/15 DSB 2109A'],Paul A.  Rivera,15,8,7
Summer2016,56464,BB 0139,01,0.000,CFP Capstone Course,"[{'days': 'S', 'times': '0900am-0500pm', 'dates': '04/23-05/28', 'location': 'MCA 107'}]",['S 0900am-0500pm 04/23-05/28 MCA 107'],Paul A.  Rivera,15,3,12
Summer2016,56204,BB 0140,01,0.000,Estate Planning,"[{'days': 'W', 'times': '0630pm-1000pm', 'dates': '04/13-06/22', 'location': 'DSB 104'}, {'days': 'S', 'times': '0900am-0500pm', 'dates': '05/14-05/14', 'location': 'DSB 104'}, {'days': 'S', 'times': '0900am-0500pm', 'dates': '06/04-06/04', 'location': 'DSB 104'}]","['W 0630pm-1000pm 04/13-06/22 DSB 104', 'S 0900am-0500pm 05/14-05/14 DSB 104', 'S 0900am-0500pm 06/04-06/04 DSB 104']",Jennifer   McGrath,15,5,10
Summer2016,56146,CH 0111,01,3.000,General Chemistry I,"[{'days': 'MTWRF', 'times': '0800am-1000am', 'dates': '06/06-07/08', 'location': 'BNW 333'}]",['MTWRF 0800am-1000am 06/06-07/08 BNW 333'],Sangamithra   Chintapalli,16,7,9
Summer2016,56147,CH 0111L,01,1.000,General Chemistry I Lab,"[{'days': 'TWR', 'times': '1230pm-0330pm', 'dates': '06/07-07/07', 'location': 'BNW 361'}]",['TWR 1230pm-0330pm 06/07-07/07 BNW 361'],Jon J.  Harper,16,5,11
Summer2016,56148,CH 0112,01,3.000,General Chemistry II,"[{'days': 'MTWRF', 'times': '0800am-1000am', 'dates': '07/11-08/12', 'location': 'BNW 333'}]",['MTWRF 0800am-1000am 07/11-08/12 BNW 333'],Sangamithra   Chintapalli,16,8,8
Summer2016,56149,CH 0112L,01,1.000,General Chemistry II Lab,"[{'days': 'TWR', 'times': '1230pm-0330pm', 'dates': '07/12-08/11', 'location': 'BNW 361'}]",['TWR 1230pm-0330pm 07/12-08/11 BNW 361'],Jon J.  Harper,16,8,8
Summer2016,56004,CO 0100,OL1,3.000,Human Communication Theories,[],[],David   Gudelunas,20,13,7
Summer2016,56220,CO 0101,OL1,3.000,Argument and Advocacy,[],[],Audra Kate  Nuru,20,11,9
Summer2016,56475,CO 0202,OL1,3.000,Small Group Communication,[],[],Michael P.  Pagano,20,5,15
Summer2016,56006,CO 0240,OL1,3.000,Intercultural Communication,[],[],Qin   Zhang,20,7,13
Summer2016,56007,CO 0246,01,3.000,Family Communication,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/11-07/22', 'location': 'DMH 350'}]",['MTWRF 0930am-1230pm 07/11-07/22 DMH 350'],Margaret A.  Wills,0,8,-8
Summer2016,56410,CO 0399,01,1.000,Internship,[],[],Qin   Zhang,0,4,-4
Summer2016,56411,CO 0399,03,3.000,Internship,[],[],Qin   Zhang,0,10,-10
Summer2016,56412,CO 0500,01,3.000,Interpersonal Communication,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '07/10-08/14', 'location': 'DMH 231'}]",['R 0630pm-0900pm 07/10-08/14 DMH 231'],Michael P.  Pagano,15,12,3
Summer2016,56530,CO 0598,DG,3.000,Independent Study,[],[],David   Gudelunas,0,1,-1
Summer2016,56390,CN 0403A,01,3.000,Seminar in Special Topics: Domestic Violence in Nicaragua,"[{'days': 'R', 'times': '0600pm-0800pm', 'dates': '06/30-06/30', 'location': 'CNS 2'}, {'days': 'M', 'times': '0600pm-0800pm', 'dates': '07/11-08/08', 'location': 'CNS 2'}]","['R 0600pm-0800pm 06/30-06/30 CNS 2', 'M 0600pm-0800pm 07/11-08/08 CNS 2']",Virginia A.  Kelly,20,6,14
Summer2016,56040,CN 0410,01,3.000,Grief and Loss Counseling,"[{'days': 'MTWRF', 'times': '0900am-0400pm', 'dates': '07/25-07/29', 'location': 'CNS 101'}]",['MTWRF 0900am-0400pm 07/25-07/29 CNS 101'],Stephanie F.  Hall,20,19,1
Summer2016,56041,CN 0433,01,3.000,Multicultural Issues in Counseling,"[{'days': 'MTWRF', 'times': '0900am-0400pm', 'dates': '08/01-08/05', 'location': 'CNS 101'}]",['MTWRF 0900am-0400pm 08/01-08/05 CNS 101'],Courtland C  Lee,20,20,0
Summer2016,56042,CN 0447,01,3.000,Lifespan Human Development,"[{'days': 'MW', 'times': '0100pm-0900pm', 'dates': '05/23-05/25', 'location': 'CNS 204'}, {'days': 'MW', 'times': '0100pm-0900pm', 'dates': '06/01-06/06', 'location': 'CNS 204'}]","['MW 0100pm-0900pm 05/23-05/25 CNS 204', 'MW 0100pm-0900pm 06/01-06/06 CNS 204']",Virginia A.  Kelly,7,7,0
Summer2016,56043,CN 0465,01,3.000,Introduction to Substance Abuse and Addictions,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '07/12-08/02', 'location': 'CNS 104'}]",['TR 0430pm-0830pm 07/12-08/02 CNS 104'],Richard W.  Madwid,10,12,-2
Summer2016,56044,CN 0467,01,3.000,Assessment in Counseling,"[{'days': 'TR', 'times': '0230pm-0900pm', 'dates': '05/24-06/07', 'location': 'CNS 204'}]",['TR 0230pm-0900pm 05/24-06/07 CNS 204'],Virginia A.  Kelly,20,16,4
Summer2016,56092,CN 0515,01,3.000,Trauma and Crisis Intervention,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '06/08-06/29', 'location': 'CNS 10'}]",['MW 0430pm-0830pm 06/08-06/29 CNS 10'],Tomichan   Aprame,20,20,0
Summer2016,56046,CN 0525,01,3.000,Spirituality and Wellness,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '06/07-06/28', 'location': 'CNS 106'}]",['TR 0430pm-0830pm 06/07-06/28 CNS 106'],Tracey   Robert,20,17,3
Summer2016,56391,CN 0590C,01,3.000,Internship: Clinical Mental Health Counseling,"[{'days': 'M', 'times': '0430pm-0630pm', 'dates': '05/23-08/01', 'location': 'DW G111'}]",['M 0430pm-0630pm 05/23-08/01 DW G111'],Tracey   Robert,0,7,-7
Summer2016,56392,CN 0590C,02,3.000,Internship: Clinical Mental Health Counseling,"[{'days': 'M', 'times': '0430pm-0630pm', 'dates': '05/23-08/01', 'location': 'DW G101'}]",['M 0430pm-0630pm 05/23-08/01 DW G101'],JoAnn M.  O'Connell,0,7,-7
Summer2016,56009,EC 0011,01,3.000,Introduction to Microeconomics,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/11-07/22', 'location': 'DMH 347'}]",['MTWRF 0930am-1230pm 07/11-07/22 DMH 347'],Thomas Joseph  Murray,0,18,-18
Summer2016,56008,EC 0011,OL1,3.000,Introduction to Microeconomics,[],[],William F.  Vasquez Mazariegos,20,14,6
Summer2016,56012,EC 0012,01,3.000,Introduction to Macroeconomics,"[{'days': 'MTWRF', 'times': '0800am-1200pm', 'dates': '06/06-06/17', 'location': 'DMH 331'}]",['MTWRF 0800am-1200pm 06/06-06/17 DMH 331'],Philip J.  Lane,25,9,16
Summer2016,56011,EC 0012,OL1,3.000,Introduction to Macroeconomics,[],[],William F.  Vasquez Mazariegos,20,11,9
Summer2016,56414,EC 0140,OL1,3.000,Health Economics,[],[],Anna-Maria   Aksan,20,4,16
Summer2016,56047,ED 0405,01,3.000,Contexts of Education in the Primary Grades,"[{'days': 'MW', 'times': '0400pm-0800pm', 'dates': '07/11-08/05', 'location': 'CNS 106'}]",['MW 0400pm-0800pm 07/11-08/05 CNS 106'],Claudia Schwarz  Wolen,18,13,5
Summer2016,56529,ED 0429,BC,3.000,Philosophical Foundations of Education,[],[],Bryan R.  Crandall,0,1,-1
Summer2016,56049,ED 0497,01,3.000,Teaching Science in the Elementary Classroom,"[{'days': 'MTWR', 'times': '0430pm-0830pm', 'dates': '05/23-06/06', 'location': 'BNW 332'}]",['MTWR 0430pm-0830pm 05/23-06/06 BNW 332'],Ryan P.  Colwell,17,15,2
Summer2016,56050,ED 0499,01,3.000,Introduction to Educational Research,"[{'days': 'T', 'times': '0400pm-0600pm', 'dates': '05/24-06/07', 'location': 'CNS 10'}, {'days': 'W', 'times': '0400pm-0830pm', 'dates': '05/25-06/01', 'location': 'CNS 10'}, {'days': 'M', 'times': '0400pm-0600pm', 'dates': '06/06-06/06', 'location': 'CNS 10'}]","['T 0400pm-0600pm 05/24-06/07 CNS 10', 'W 0400pm-0830pm 05/25-06/01 CNS 10', 'M 0400pm-0600pm 06/06-06/06 CNS 10']",Sarah-Jane   Henry,16,17,-1
Summer2016,56051,ED 0499,02,3.000,Introduction to Educational Research,"[{'days': 'T', 'times': '0630pm-0830pm', 'dates': '05/24-06/07', 'location': 'CNS 10'}, {'days': 'R', 'times': '0400pm-0830pm', 'dates': '05/26-06/02', 'location': 'CNS 10'}, {'days': 'M', 'times': '0630pm-0830pm', 'dates': '06/06-06/06', 'location': 'CNS 10'}]","['T 0630pm-0830pm 05/24-06/07 CNS 10', 'R 0400pm-0830pm 05/26-06/02 CNS 10', 'M 0630pm-0830pm 06/06-06/06 CNS 10']",Sarah-Jane   Henry,16,17,-1
Summer2016,56052,ED 0511,01,3.000,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,"[{'days': 'M', 'times': '0400pm-0600pm', 'dates': '05/23-05/23', 'location': 'CNS 101'}, {'days': 'TR', 'times': '0400pm-0800pm', 'dates': '06/09-07/07', 'location': 'CNS 101'}]","['M 0400pm-0600pm 05/23-05/23 CNS 101', 'TR 0400pm-0800pm 06/09-07/07 CNS 101']",Patricia E.  Calderwood,15,14,1
Summer2016,56053,ED 0511,02,3.000,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,"[{'days': 'M', 'times': '0400pm-0600pm', 'dates': '05/23-05/23', 'location': 'CNS 10'}, {'days': 'TR', 'times': '0400pm-0800pm', 'dates': '06/09-07/07', 'location': 'CNS 10'}]","['M 0400pm-0600pm 05/23-05/23 CNS 10', 'TR 0400pm-0800pm 06/09-07/07 CNS 10']",Wendy R.  Kohli,15,15,0
Summer2016,56054,ED 0512,01,3.000,Contemporary Schooling in Society,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '06/08-07/08', 'location': 'CNS 101'}]",['MW 0430pm-0830pm 06/08-07/08 CNS 101'],Susan D.  Franzosa,20,14,6
Summer2016,56055,ED 0561,00,0.000,Summer Institute in the Teaching of Writing,"[{'days': 'MTWRF', 'times': '0800am-0400pm', 'dates': '07/05-08/04', 'location': 'CNS 9'}]",['MTWRF 0800am-0400pm 07/05-08/04 CNS 9'],Bryan R.  Crandall,7,7,0
Summer2016,56056,ED 0561,01,3.000,Summer Institute in the Teaching of Writing,"[{'days': 'MTWRF', 'times': '0800am-0400pm', 'dates': '07/05-08/04', 'location': 'CNS 9'}]",['MTWRF 0800am-0400pm 07/05-08/04 CNS 9'],Bryan R.  Crandall,10,7,3
Summer2016,56057,ED 0572,01,3.000,Guided Research in Science,"[{'days': 'MW', 'times': '0400pm-0700pm', 'dates': '07/11-08/05', 'location': 'CNS 6'}]",['MW 0400pm-0700pm 07/11-08/05 CNS 6'],Bridget M.  Fine,18,3,15
Summer2016,56303,MD 0099,02,0.000,Comp Exam: Schl Library Media,[],[],Patricia E.  Calderwood,6,2,4
Summer2016,56098,MD 0400,01,3.000,Introduction to Educational Technology,"[{'days': 'W', 'times': '0430pm-0600pm', 'dates': '06/08-06/08', 'location': 'CNS 204'}]",['W 0430pm-0600pm 06/08-06/08 CNS 204'],Joshua C.  Elliott,15,14,1
Summer2016,56396,MD 0401E,01,3.000,Special Topics: Technology for K-12 Teachers,"[{'days': 'M', 'times': '0400pm-0900pm', 'dates': '07/11-07/11', 'location': 'CNS 103'}]",['M 0400pm-0900pm 07/11-07/11 CNS 103'],Jay L.  Rozgonyi,18,9,9
Summer2016,56480,MD 0405,OL1,3.000,Management of School Library Resources for Teaching and Learning,[],[],Molly S.  Goldreich,0,1,-1
Summer2016,56069,MD 0406,OL1,3.000,Introduction to Reference,[],[],Kathleen A.  McNeiece,18,2,16
Summer2016,56099,MD 0500,01,3.000,Technology and Transformational Culture,"[{'days': 'R', 'times': '0400pm-0900pm', 'dates': '07/07-07/07', 'location': 'CNS 103'}]",['R 0400pm-0900pm 07/07-07/07 CNS 103'],Joshua C.  Elliott,18,6,12
Summer2016,56490,MD 0595,JE,3.000,Independent Study,[],[],Joshua C.  Elliott,1,1,0
Summer2016,56379,ECE 0405,01,3.000,Electronic Materials,"[{'days': 'T', 'times': '0600pm-1000pm', 'dates': '05/24-07/26', 'location': 'BNW 334'}]",['T 0600pm-1000pm 05/24-07/26 BNW 334'],Pradeep   Govil,20,21,-1
Summer2016,56261,ECE 0406,01,3.000,Advanced Digital Design,"[{'days': 'TR', 'times': '1100am-0130pm', 'dates': '05/24-07/28', 'location': 'BNW 133'}]",['TR 1100am-0130pm 05/24-07/28 BNW 133'],James P.  Cavallo,15,12,3
Summer2016,56380,ECE 0420,01,3.000,Readings in Electrical and Computer Engineering,"[{'days': 'TR', 'times': '0200pm-0400pm', 'dates': '05/24-07/28', 'location': 'BNW 341'}]",['TR 0200pm-0400pm 05/24-07/28 BNW 341'],Ryan A.  Munden,25,20,5
Summer2016,56502,ECE 0423,01,3.000,Thermal Management of Microdevices,"[{'days': 'W', 'times': '0600pm-1000pm', 'dates': '05/25-07/27', 'location': 'BNW 333'}]",['W 0600pm-1000pm 05/25-07/27 BNW 333'],Mehdi   Safari Qariq,22,22,0
Summer2016,56382,ECE 0461,01,3.000,Green Power Generation,"[{'days': 'TR', 'times': '1100am-0100pm', 'dates': '05/24-07/28', 'location': 'BNW 127'}]",['TR 1100am-0100pm 05/24-07/28 BNW 127'],Jeffrey N.  Denenberg,20,14,6
Summer2016,56384,EE 0361,01,3.000,Green Power Generation,"[{'days': 'TR', 'times': '1100am-0100pm', 'dates': '05/24-07/28', 'location': 'BNW 127'}]",['TR 1100am-0100pm 05/24-07/28 BNW 127'],Jeffrey N.  Denenberg,5,3,2
Summer2016,56515,EG 0399,JD,1.000,Independent Study,[],[],Jeffrey N.  Denenberg,0,1,-1
Summer2016,56156,EN 0011,OL1,3.000,Texts and Contexts I: Writing as Craft and Inquiry,[],[],James Michael  Chesbro,20,7,13
Summer2016,56157,EN 0012,OL1,3.000,Texts and Contexts II: Writing About Literature,[],[],Christopher Grant  Madden,20,6,14
Summer2016,56154,EN 0101,OL1,3.000,Introduction to Literary and Cultural Studies,[],[],Gita   Rajan,20,10,10
Summer2016,56155,EN 0103,01,3.000,Fairy Tales,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/11-07/22', 'location': 'DMH 131'}]",['MTWRF 0930am-1230pm 07/11-07/22 DMH 131'],Robert   Epstein,0,11,-11
Summer2016,56159,EN 0141,OL1,3.000,Imagining Shakespeare,[],[],Richard J.  Regan,20,17,3
Summer2016,56161,EN 0162,01,3.000,Irish Women Writers,"[{'days': 'MTWRF', 'times': '1030am-1230pm', 'dates': '07/11-08/05', 'location': 'DMH 348'}]",['MTWRF 1030am-1230pm 07/11-08/05 DMH 348'],Marion M.  White,25,11,14
Summer2016,56162,EN 0163,OL1,3.000,The Literature of Illness and Healing: Wounded Storytellers and Dedicated Healers,[],[],Jacqueline   Rinaldi,20,19,1
Summer2016,56059,EN 0405,01,3.000,Literature for Young Adults,"[{'days': 'TR', 'times': '1000am-0230pm', 'dates': '07/12-08/04', 'location': 'CNS 106'}]",['TR 1000am-0230pm 07/12-08/04 CNS 106'],Mary Elizabeth  Nelson,18,8,10
