crn,catalog_id,section,credits,title,meetings,primary_instructor
55341,AY 0111,01,3.000,Cultural Anthropology,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Sarah A.  Wessler
55158,AE 0291,01,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
55159,AE 0291,A,3.000,Business Ethics,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '07/06-07/30', 'location': 'DSB 115'}]",Norma   Schmidt
55160,AE 0295,01,3.000,Ethics in Law and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
55383,AR 0110,YH,3.000,Elementary Modern Standard Arabic I,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/25-07/10', 'location': 'BY ARR '}]",Yasir G.  Hamed
55001,AH 0011,01,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Lauren Elise  Cesiro
55161,AH 0013,A,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '07/06-07/30', 'location': 'CNS 1'}]",Dawn M.  Pilotti
55379,AH 0013,AI,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': '\xa0', 'times': 'TBA', 'dates': '07/06-07/31', 'location': 'BY ARR '}]",Dawn M.  Pilotti
55002,AH 0015,01,3.000,History of Architecture,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Victor L.  Deupi
55162,AH 0164,A,3.000,American Art: Civil War to Civil Rights,"[{'days': 'MTWRF', 'times': '0830am-0430pm', 'dates': '06/08-06/12', 'location': 'CNS 305'}]",Philip I.  Eliasoph
55163,AH 0193,A,3.000,"Inside Museums and Galleries: Taste, Place, Public Space","[{'days': 'MTWRF', 'times': '0830am-0430pm', 'dates': '05/20-05/27', 'location': 'CNS 305'}]",Philip I.  Eliasoph
55372,AH 0310,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Marice E.  Rose
55322,BI 0018,A,3.000,Human Biology: Form & Function,"[{'days': 'MTWRF', 'times': '1030am-1230pm', 'dates': '06/01-06/26', 'location': 'BNW 236'}]",Indrani   Dutta
55370,BI 0070,01,3.000,"Science, Technology, and Society","[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Debra S.  Sauer
55003,BI 0071,A,3.000,Identity and the Human Genome,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/06-07/17', 'location': 'BNW 340'}, {'days': 'MF', 'times': '0800am-0400pm', 'dates': '07/10-07/13', 'location': 'BNW 267'}]",Olivia T.  Harriott
55172,BI 0075,01,3.000,Ecology and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Thomas B.  Cunningham
55338,BI 0075,02,3.000,Ecology and Society,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Thomas B.  Cunningham
55380,BI 0076,AI,3.000,Environmental Science,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/06-07/31', 'location': 'BY ARR '}]",James E.  Biardi
55173,BI 0078,01,3.000,Introduction to Marine Science,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Thomas B.  Cunningham
55164,BI 0107,A,4.000,Human Anatomy & Physiology I,"[{'days': 'MWF', 'times': '0800am-1100am', 'dates': '06/01-07/01', 'location': 'MCA 102'}]",Anthony J.  DeCristofaro
55165,BI 0107L,A,0.000,Human Anatomy & Physiology Lab,"[{'days': 'TR', 'times': '0800am-1100am', 'dates': '06/02-07/02', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
55166,BI 0108,A,4.000,Human Anatomy & Physiology II,"[{'days': 'MWF', 'times': '0800am-1100am', 'dates': '07/06-08/05', 'location': 'BNW 334'}]",Anthony J.  DeCristofaro
55167,BI 0108L,A,0.000,Human Anatomy & Physiology Lab,"[{'days': 'TR', 'times': '0800am-1100am', 'dates': '07/07-08/06', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
55168,BI 0170,A,4.000,General Biology I (Majors),"[{'days': 'MTWRF', 'times': '1000am-1130am', 'dates': '06/01-07/02', 'location': 'BNW 332'}]",Geoffrey A.  Church
55169,BI 0170L,A,0.000,General Biology I Lab,"[{'days': 'MW', 'times': '1230pm-0330pm', 'dates': '06/01-07/01', 'location': 'BNW 261'}]",Geoffrey A.  Church
55170,BI 0171,A,4.000,General Biology II,"[{'days': 'MTWRF', 'times': '1030am-1200pm', 'dates': '07/06-07/31', 'location': 'BNW GR22'}, {'days': 'MTWR', 'times': '1030am-1200pm', 'dates': '08/01-08/06', 'location': 'BNW 138'}]",Brian D.  Ortman
55171,BI 0171L,A,0.000,General Biology II Lab,"[{'days': 'MW', 'times': '1230pm-0330pm', 'dates': '07/07-08/05', 'location': 'BNW 264'}]",Brian D.  Ortman
55229,BU 0211,A,3.000,Legal Environment of Business,"[{'days': 'TWRF', 'times': '0830am-0430pm', 'dates': '05/20-05/27', 'location': 'DSB 109'}]",Sharlene A.  McEvoy
55243,BB 0134,01,0.000,Investment Planning,"[{'days': 'W', 'times': '0600pm-0930pm', 'dates': '06/10-07/11', 'location': 'DSB 115'}, {'days': 'W', 'times': '0600pm-0930pm', 'dates': '07/12-08/19', 'location': 'DSB 2109A'}]",Joseph J.  Matthews
55240,BB 0136,01,0.000,Federal Income and Property Taxation,"[{'days': 'R', 'times': '0600pm-0930pm', 'dates': '04/16-07/02', 'location': 'DSB 2109A'}]",Paul A.  Rivera
55244,BB 0138,01,0.000,Retirement Planning and Employer-Sponsored Benefits,"[{'days': 'M', 'times': '0600pm-0930pm', 'dates': '06/08-08/17', 'location': 'DSB 2109A'}]",Paul A.  Rivera
55241,BB 0140,01,0.000,Estate Planning,"[{'days': 'W', 'times': '0600pm-0930pm', 'dates': '04/15-07/01', 'location': 'DSB 2109A'}, {'days': 'R', 'times': '0600pm-0930pm', 'dates': '04/23-04/23', 'location': 'DSB 115'}]",Neil P.  Phillips
55174,CH 0111,A,3.000,General Chemistry I,"[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '06/01-07/02', 'location': 'BNW 333'}]",Sangamithra   Chintapalli
55175,CH 0111L,A,1.000,General Chemistry I Lab,"[{'days': 'TWR', 'times': '1230pm-0330pm', 'dates': '06/02-07/02', 'location': 'BNW 361'}]",Sangamithra   Chintapalli
55176,CH 0112,A,3.000,General Chemistry II,"[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '07/06-08/06', 'location': 'BNW 333'}]",Olivier J.  Nicaise
55177,CH 0112L,A,1.000,General Chemistry II Lab,"[{'days': 'TWR', 'times': '1230pm-0330pm', 'dates': '07/07-08/06', 'location': 'BNW 361'}]",Olivier J.  Nicaise
55178,CH 0211,A,3.000,Organic Chemistry I,"[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '06/01-07/02', 'location': 'BNW 334'}]",Andrew G.  Karatjas
55179,CH 0211L,A,1.000,Organic Chemistry I Lab,"[{'days': 'TWR', 'times': '1230pm-0430pm', 'dates': '06/02-07/02', 'location': 'BNW 362'}]",Andrew G.  Karatjas
55180,CH 0212,A,3.000,Organic Chemistry II,"[{'days': 'MTWRF', 'times': '0900am-1100am', 'dates': '07/06-08/06', 'location': 'MCA 107'}]",Andrew G.  Karatjas
55181,CH 0212L,A,1.000,Organic Chemistry II Lab,"[{'days': 'TWR', 'times': '1230pm-0430pm', 'dates': '07/07-08/06', 'location': 'BNW 362'}]",Andrew G.  Karatjas
55004,CO 0100,01,3.000,Human Communication Theories,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",David   Gudelunas
55263,CO 0101,01,3.000,Argument and Advocacy,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Audra Kate  Nuru
55005,CO 0200,01,3.000,Interpersonal Communication Theories,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Michael P.  Pagano
55006,CO 0240,01,3.000,Intercultural Communication,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Qin   Zhang
55007,CO 0246,A,3.000,Family Communication,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/06-07/17', 'location': 'DMH 347'}]",Margaret A.  Wills
55360,CO 0397,CA2,2.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Colleen E.  Arendt
55266,CO 0398,A1,1.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/14', 'location': 'BY ARR '}]",Qin   Zhang
55267,CO 0398,A3,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/14', 'location': 'BY ARR '}]",Qin   Zhang
55156,CO 0430,01,3.000,Written Communication,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/02-08/06', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-0900pm', 'dates': '07/09-07/30', 'location': 'BNW 124'}]",Michael P.  Pagano
55157,CO 0532,01,3.000,Nonprofit Media,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '06/02-06/30', 'location': 'DMH 231'}, {'days': '\xa0', 'times': 'TBA', 'dates': '06/02-07/07', 'location': 'ONLINE '}]",David   Gudelunas
55046,CN 0410,01,3.000,Grief and Loss Counseling,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '07/07-07/30', 'location': 'DW G111'}]",Nanette R.  Greene
55047,CN 0433,01,3.000,Multicultural Issues in Counseling,"[{'days': 'M', 'times': '0500pm-0659pm', 'dates': '05/18-05/18', 'location': 'CNS 101'}, {'days': 'MTWRF', 'times': '0900am-0400pm', 'dates': '08/03-08/07', 'location': 'CNS 209'}]",Courtland C  Lee
55048,CN 0447,01,3.000,Lifespan Human Development,"[{'days': 'TR', 'times': '0230pm-0900pm', 'dates': '05/19-06/02', 'location': 'CNS 101'}]",Virginia A.  Kelly
55049,CN 0465,01,3.000,Introduction to Substance Abuse and Addictions,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '07/06-07/29', 'location': 'CNS 106'}]",Richard W.  Madwid
55050,CN 0467,01,3.000,Assessment in Counseling,"[{'days': 'M', 'times': '0700pm-0900pm', 'dates': '05/18-05/18', 'location': 'CNS 101'}, {'days': 'FS', 'times': '0900am-0530pm', 'dates': '06/12-06/13', 'location': 'CNS 101'}, {'days': 'FS', 'times': '0900am-0530pm', 'dates': '06/26-06/27', 'location': 'CNS 101'}]",Bogusia   Skudrzyk
55052,CN 0500,01,3.000,Theories of Counseling and Psychotherapy,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '06/04-06/30', 'location': 'CNS 106'}]",Virginia A.  Kelly
55114,CN 0515,01,3.000,Trauma and Crisis Intervention,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '06/04-06/30', 'location': 'CNS 108'}]",Leslie K.  Rogers
55053,CN 0525,01,3.000,Spirituality and Wellness,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '06/03-06/29', 'location': 'DW G111'}]",Tracey   Robert
55008,EC 0011,01,3.000,Introduction to Microeconomics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",William F.  Vasquez Mazariegos
55009,EC 0011,A,3.000,Introduction to Microeconomics,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/06-07/17', 'location': 'DMH 350'}]",Philip J.  Lane
55010,EC 0011,B,3.000,Introduction to Microeconomics,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '07/06-07/30', 'location': 'DMH 350'}]",Mark S.  Leclair
55011,EC 0012,01,3.000,Introduction to Macroeconomics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",William F.  Vasquez Mazariegos
55012,EC 0012,A,3.000,Introduction to Macroeconomics,"[{'days': 'MTWRF', 'times': '0800am-1000am', 'dates': '06/01-06/26', 'location': 'DMH 331'}]",Philip J.  Lane
55014,EC 0114,01,3.000,"The Economics of Race, Class, and Gender in the American Workplace","[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Kathryn A.  Nantz
55015,EC 0210,A,3.000,Money and Banking,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '06/01-06/25', 'location': 'DMH 347'}]",Philip J.  Lane
55054,ED 0405,01,3.000,Contexts of Education in the Primary Grades,"[{'days': 'MW', 'times': '0400pm-0800pm', 'dates': '07/06-07/29', 'location': 'CNS 104'}]",Claudia Schwarz  Wolen
55115,ED 0429,01,3.000,Philosophical Foundations of Education,"[{'days': 'TR', 'times': '0900am-1200pm', 'dates': '07/07-07/31', 'location': 'DMH 131'}]",Jean E.  Gaumer
55055,ED 0493,01,3.000,Educational Imagination: Exploring Multicultural Identities & Curriculum in a Cross-Cultural Context,"[{'days': 'MWF', 'times': '0900am-0400pm', 'dates': '08/03-08/07', 'location': 'DMH 131'}, {'days': 'MW', 'times': '0900am-0400pm', 'dates': '08/10-08/12', 'location': 'CNS 101'}]",Wendy R.  Kohli
55056,ED 0497,01,3.000,Teaching Science in the Elementary Classroom,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '06/03-06/29', 'location': 'BNW 332'}]",Ryan P.  Colwell
55057,ED 0499,01,3.000,Introduction to Educational Research,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '06/04-06/29', 'location': 'BNW 124'}]",Patricia E.  Calderwood
55058,ED 0499,02,3.000,Introduction to Educational Research,"[{'days': 'MTWR', 'times': '0430pm-0830pm', 'dates': '05/18-06/01', 'location': 'CNS 104'}]",Barbara Lynn  Welles
55059,ED 0511,01,3.000,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,"[{'days': 'W', 'times': '0400pm-0600pm', 'dates': '05/27-05/27', 'location': 'DMH 348'}, {'days': 'TR', 'times': '0400pm-0800pm', 'dates': '07/07-07/30', 'location': 'NYS 107C'}]",Patricia E.  Calderwood
55060,ED 0511,02,3.000,Educating for Social Responsibility and Civic Engagement: A Capstone Seminar,"[{'days': 'TR', 'times': '0400pm-0800pm', 'dates': '07/07-07/30', 'location': 'CNS 101'}]",Wendy R.  Kohli
55061,ED 0512,01,3.000,Contemporary Schooling in Society,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '06/03-06/29', 'location': 'CNS 104'}]",Jean E.  Gaumer
55237,ED 0534,01,3.000,Theories of Learning,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '06/04-06/30', 'location': 'CNS 209'}]",Barbara   Boller
55063,ED 0561,00,0.000,Summer Institute in the Teaching of Writing,"[{'days': 'MTWRF', 'times': '0800am-0400pm', 'dates': '07/06-07/31', 'location': 'CNS 1'}]",Bryan R.  Crandall
55064,ED 0561,01,4.000,Summer Institute in the Teaching of Writing,"[{'days': 'MTWRF', 'times': '0800am-0400pm', 'dates': '07/06-08/07', 'location': 'CNS 1'}]",Bryan R.  Crandall
55065,ED 0572,01,3.000,Guided Research in Science,"[{'days': 'TR', 'times': '0430pm-0830pm', 'dates': '06/04-06/30', 'location': 'BNW 332'}]",Steven M.  Autieri
55066,ED 0599,01,3.000,Professional Writing Seminar: Product of Learning,"[{'days': 'MW', 'times': '0430pm-0830pm', 'dates': '06/03-06/29', 'location': 'CNS 108'}]",Bernadine   Krawczyk
55354,MD 0099,02,0.000,Comp Exam School Library Media,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Gayle A.  Bogel
55123,MD 0400,01,3.000,Introduction to Educational Technology,"[{'days': 'T', 'times': '0430pm-0600pm', 'dates': '06/02-06/02', 'location': 'DMH 148'}, {'days': '\xa0', 'times': 'TBA', 'dates': '06/02-06/30', 'location': 'ONLINE '}]",Belinha S.  De Abreu
55081,MD 0406,01,3.000,Introduction to Reference,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-06/30', 'location': 'ONLINE '}]",Gayle A.  Bogel
55125,MD 0500,01,3.000,Technology and Transformational Culture,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/03-06/30', 'location': 'ONLINE '}]",Gayle A.  Bogel
55355,MD 0595,01,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Gayle A.  Bogel
55306,ECE 0406,01,3.000,Advanced Digital Design,"[{'days': 'TR', 'times': '1000am-1230pm', 'dates': '05/19-07/28', 'location': 'BNW 133'}]",James P.  Cavallo
55335,ECE 0406,02,3.000,Advanced Digital Design,"[{'days': 'MW', 'times': '0200pm-0430pm', 'dates': '05/18-08/03', 'location': 'BNW 133'}]",James P.  Cavallo
55307,ECE 0455,01,3.000,Sensor Design and Application,"[{'days': 'R', 'times': '0100pm-0330pm', 'dates': '05/21-07/30', 'location': 'BNW 128'}]",Ryan A.  Munden
55337,ECE 0455,02,3.000,Sensor Design and Application,"[{'days': 'T', 'times': '0100pm-0330pm', 'dates': '05/18-07/28', 'location': 'BNW 128'}]",Ryan A.  Munden
55308,ECE 0477,01,3.000,Power Security and Reliability,"[{'days': 'T', 'times': '0600pm-0930pm', 'dates': '05/19-07/28', 'location': 'BNW GR22'}]",Jeffrey N.  Denenberg
55329,ECE 0478,01,3.000,Electromagnetic Compatibility,"[{'days': 'W', 'times': '0600pm-0930pm', 'dates': '05/20-07/29', 'location': 'BNW 253'}]",Uma   Balaji
55309,ECE 0550,DL,3.000,Thesis I,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/03', 'location': 'BY ARR '}]",Douglas A.  Lyon
55377,ECE 0550,RM,3.000,Thesis I,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/13', 'location': 'BY ARR '}]",Ryan A.  Munden
55336,EE 0352,JD,3.000,Digital Communications,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/03', 'location': 'BY ARR '}]",Jeffrey N.  Denenberg
55184,EN 0011,01,3.000,Texts and Contexts I: Writing as Craft and Inquiry,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Laura Marie  Marciano
55186,EN 0012,01,3.000,Texts and Contexts II: Writing About Literature,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Elizabeth A.  Hilts
55187,EN 0012,A,3.000,Texts and Contexts II: Writing About Literature,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '07/06-07/30', 'location': 'CNS 103'}]",Michael P.  Sweeney
55182,EN 0101,01,3.000,Introduction to Literary and Cultural Studies,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/01-07/31', 'location': 'ONLINE '}]",Gita   Rajan
55183,EN 0103,A,3.000,Fairy Tales,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '06/01-06/25', 'location': 'DMH 131'}]",Robert   Epstein
55236,EN 0111,01,3.000,International Short Fiction,"[{'days': '\xa0', 'times': 'TBA', 'dates': '08/03-08/25', 'location': 'ONLINE '}]",Aaron K.  Perkus
55188,EN 0141,01,3.000,Imagining Shakespeare,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Richard J.  Regan
55189,EN 0141,02,3.000,Imagining Shakespeare,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Richard J.  Regan
55191,EN 0162,A,3.000,Irish Women Writers,"[{'days': 'MTWRF', 'times': '1030am-1230pm', 'dates': '07/06-07/31', 'location': 'CNS 209'}]",Marion M.  White
55192,EN 0163,01,3.000,The Literature of Illness and Healing: Wounded Storytellers and Dedicated Healers,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/13-08/21', 'location': 'ONLINE '}]",Jacqueline   Rinaldi
55067,EN 0405,01,3.000,Literature for Young Adults,"[{'days': 'TR', 'times': '1000am-0230pm', 'dates': '07/07-07/30', 'location': 'CNS 103'}]",Mary Elizabeth  Nelson
55017,ENW 0200,B,3.000,Creative Writing,"[{'days': 'MTWRF', 'times': '0930am-1230pm', 'dates': '07/06-07/17', 'location': 'DMH 331'}]",Ioanna P.  Opidee
55155,ENW 0346,A1,1.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Betsy A.  Bowen
55349,ENW 0346,A3,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Betsy A.  Bowen
55374,ENW 0347,A3,3.000,Independent Writing Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Sonya R.  Huber
55207,FTM 0106H,A,3.000,Film Genres: The Hollywood Musical,"[{'days': 'MTR', 'times': '0645pm-0955pm', 'dates': '07/06-07/30', 'location': 'CNS 6'}]",Kate L.  Fortmueller
55344,FI 0391,A,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
55220,FI 0400,01,3.000,Principles of Finance,"[{'days': '\xa0', 'times': 'TBA', 'dates': '07/31-08/08', 'location': 'ONLINE '}]",Thomas E.  Conine
55221,FI 0560,01,3.000,Global Financial Markets and Institutions,"[{'days': 'MTWRF', 'times': '0600pm-0930pm', 'dates': '05/18-05/30', 'location': 'DSB 109'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '05/23-05/30', 'location': 'DSB 109'}]",Philip J.  Lane
55222,FI 0580,01,3.000,Financial Risk Management,"[{'days': 'MTWR', 'times': '0600pm-0930pm', 'dates': '08/17-08/29', 'location': 'DSB 107'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '08/22-08/29', 'location': 'DSB 107'}]",Gregory D.  Koutmos
55371,GS 0399,DB,3.000,General Studies Senior Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Dorothea D.  Braginsky
55348,GS 0399,LC,3.000,General Studies Senior Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Lauren Elise  Cesiro
55245,GS 0399,MW,3.000,General Studies Senior Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/20-08/11', 'location': 'BY ARR '}]",Margaret A.  Wills
55409,GS 0399,OH,3.000,General Studies Senior Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/18-08/30', 'location': 'BY ARR '}]",Olivia T.  Harriott
55193,HI 0010,A,3.000,Origins of the Modern World Since 1500,"[{'days': 'MTWRF', 'times': '0800am-1000am', 'dates': '06/01-06/26', 'location': 'DMH 348'}]",David W.  McFadden
55194,HI 0239,A,3.000,20th Century United States,"[{'days': 'MTWRF', 'times': '1030am-1230pm', 'dates': '06/01-06/26', 'location': 'DMH 348'}]",David W.  McFadden
55195,HI 0246,A,3.000,Women and Gender in U.S. History,"[{'days': 'MTWR', 'times': '0600pm-0930pm', 'dates': '06/15-06/30', 'location': 'CNS 101'}, {'days': 'F', 'times': 'TBA', 'dates': '06/19-06/26', 'location': 'ONLINE '}, {'days': 'S', 'times': '0900am-0200pm', 'dates': '06/20-06/20', 'location': 'CNS 101'}]",Elizabeth   Hohl
55268,HI 0399,DM,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '05/20-08/11', 'location': 'BY ARR '}]",David W.  McFadden
55232,IS 0100,01,3.000,Intro to Information Systems,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-07/10', 'location': 'ONLINE '}]",Yasin   Ozcelik
55225,IS 0500,01,3.000,Information Systems and Database Management,"[{'days': '\xa0', 'times': 'TBA', 'dates': '06/01-06/25', 'location': 'ONLINE '}]",Jie   Tao
55247,IN 0107,01,0.000,Color Design,"[{'days': 'TR', 'times': '0930am-1230pm', 'dates': '05/26-06/04', 'location': 'DLH 107'}, {'days': 'T', 'times': '0930am-1230pm', 'dates': '06/09-07/28', 'location': 'DLH 107'}]",Robert A.  Hardy
55248,IN 0107,02,3.000,Color Design,"[{'days': 'TR', 'times': '0930am-1230pm', 'dates': '05/26-06/04', 'location': 'DLH 107'}, {'days': 'T', 'times': '0930am-1230pm', 'dates': '06/09-07/28', 'location': 'DLH 107'}]",Robert A.  Hardy
