term,crn,catalog_id,section,credits,title,meetings,timecodes,primary_instructor,cap,act,rem
Spring2019,37549,AC 0012,11,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'DSB 111'}]",['TF 0930am-1045am 01/22-04/30 DSB 111'],Arleen N.  Kardos,32,32,0
Spring2019,37550,AC 0012,12,3.000,Introduction to Management Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'DSB 112'}]",['TF 1230pm-0145pm 01/22-04/30 DSB 112'],Arleen N.  Kardos,32,32,0
Spring2019,37551,AC 0012,13,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DSB 115'}]",['MR 0200pm-0315pm 01/22-04/30 DSB 115'],Joan L.  Lee,32,32,0
Spring2019,37682,AC 0012,14,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/22-04/30', 'location': 'DSB 115'}]",['MR 0330pm-0445pm 01/22-04/30 DSB 115'],Joan L.  Lee,32,31,1
Spring2019,38736,AC 0012,15,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/22-04/30', 'location': 'DSB 105'}]",['MR 0330pm-0445pm 01/22-04/30 DSB 105'],Kristen   Tharrington,32,29,3
Spring2019,38738,AC 0012,17,3.000,Introduction to Management Accounting,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'DSB 115'}]",['TR 0500pm-0615pm 01/22-04/30 DSB 115'],Stephanie   Miller,32,32,0
Spring2019,39035,AC 0012,19,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DSB 105'}]",['MR 0200pm-0315pm 01/22-04/30 DSB 105'],Kristen   Tharrington,32,32,0
Spring2019,37129,AC 0203,01,3.000,Intermediate Accounting I,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DSB 110B'}]",['M 0630pm-0900pm 01/22-04/30 DSB 110B'],Stephen E.  Yost,24,16,8
Spring2019,37032,AC 0204,01,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'DSB 108'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/09-03/09', 'location': 'NHS 224'}]","['TF 0930am-1045am 01/22-04/30 DSB 108', 'S 0830am-0430pm 03/09-03/09 NHS 224']",Milo W.  Peck,28,27,1
Spring2019,37062,AC 0204,02,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'DSB 105'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/09-03/09', 'location': 'NHS 224'}]","['TF 1100am-1215pm 01/22-04/30 DSB 105', 'S 0830am-0430pm 03/09-03/09 NHS 224']",Milo W.  Peck,28,29,-1
Spring2019,37257,AC 0204,03,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DSB 110A'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/09-03/09', 'location': 'NHS 224'}]","['TF 0200pm-0315pm 01/22-04/30 DSB 110A', 'S 0830am-0430pm 03/09-03/09 NHS 224']",Milo W.  Peck,28,27,1
Spring2019,37367,AC 0265,01,3.000,Accounting Information Systems,"[{'days': 'W', 'times': '0800am-1030am', 'dates': '01/22-04/30', 'location': 'DSB 107'}]",['W 0800am-1030am 01/22-04/30 DSB 107'],Scott M  Brenner,16,14,2
Spring2019,38739,AC 0265,02,3.000,Accounting Information Systems,"[{'days': 'F', 'times': '0800am-1030am', 'dates': '01/22-04/30', 'location': 'DSB 107'}]",['F 0800am-1030am 01/22-04/30 DSB 107'],Scott M  Brenner,22,12,10
Spring2019,37137,AC 0310,01,3.000,Advanced Accounting,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'DSB 115'}]",['MR 0930am-1045am 01/22-04/30 DSB 115'],Lisa Suzanne  Haylon,27,26,1
Spring2019,37216,AC 0310,02,3.000,Advanced Accounting,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'DSB 112'}]",['MR 1230pm-0145pm 01/22-04/30 DSB 112'],Lisa Suzanne  Haylon,27,25,2
Spring2019,37295,AC 0320,01,3.000,Cost Management,"[{'days': 'TF', 'times': '0330pm-0445pm', 'dates': '01/22-04/30', 'location': 'DSB 104'}]",['TF 0330pm-0445pm 01/22-04/30 DSB 104'],Bruce   Bradford,25,25,0
Spring2019,37553,AC 0320,02,3.000,Cost Management,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DSB 109'}]",['W 0200pm-0430pm 01/22-04/30 DSB 109'],Bruce   Bradford,25,25,0
Spring2019,37212,AC 0330,01,3.000,Auditing,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DSB 111'}]",['W 0630pm-0900pm 01/22-04/30 DSB 111'],John L.  DeMelis,29,33,-4
Spring2019,37218,AC 0343,01,3.000,Federal Income Taxation I,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'DSB 114'}]",['MR 1230pm-0145pm 01/22-04/30 DSB 114'],Kathi M.  Mettler,31,33,-2
Spring2019,37512,AC 0344,01,3.000,Individual Taxation: Socioeconomic Applications,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'DSB 106'}]",['MW 0500pm-0615pm 01/22-04/30 DSB 106'],Joseph R.  D'Agostin,15,5,10
Spring2019,37077,AC 0345,01,3.000,Federal Income Taxation II,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-03/15', 'location': 'DSB 106'}, {'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/23-01/23', 'location': 'DSB 2109A'}]","['M 0630pm-0900pm 01/22-03/15 DSB 106', 'W 0630pm-0900pm 01/23-01/23 DSB 2109A']",Kathi M.  Mettler,15,8,7
Spring2019,37764,AC 0391,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,30,6,24
Spring2019,38077,AC 0392,01,3.000,Internship,[],[],Sarah Jennie  Bollinger,30,0,30
Spring2019,37916,AC 0394,01,1.000,Internship,[],[],Sarah Jennie  Bollinger,30,0,30
Spring2019,39164,AC 0397,JL,3.000,Independent Study,[],[],Joan L.  Lee,1,1,0
Spring2019,39011,AC 0500,01,3.000,Accounting Information for Decision-Making,"[{'days': 'T', 'times': '0630pm-0930pm', 'dates': '01/22-05/10', 'location': 'DSB 110A'}]",['T 0630pm-0930pm 01/22-05/10 DSB 110A'],Michael P.  Coyne,25,17,8
Spring2019,37517,AC 0550,01,3.000,Accounting Information Systems and Technology,"[{'days': 'MW', 'times': '0630pm-0930pm', 'dates': '03/25-05/10', 'location': 'DSB 106'}]",['MW 0630pm-0930pm 03/25-05/10 DSB 106'],Ahmed M.  Ebrahim,25,29,-4
Spring2019,37646,AC 0555,01,3.000,Issues in Internal Audit,"[{'days': 'TR', 'times': '0630pm-1000pm', 'dates': '03/26-04/03', 'location': 'DSB 109'}, {'days': 'TR', 'times': '0630pm-1000pm', 'dates': '04/09-04/16', 'location': 'DSB 109'}, {'days': 'TR', 'times': '0630pm-1000pm', 'dates': '04/23-04/25', 'location': 'DSB 109'}, {'days': 'F', 'times': '0630pm-1000pm', 'dates': '04/26-04/26', 'location': 'DSB 106'}, {'days': 'T', 'times': '0630pm-1000pm', 'dates': '04/30-04/30', 'location': 'DSB 109'}, {'days': 'TR', 'times': '0630pm-1000pm', 'dates': '05/07-05/09', 'location': 'DSB 109'}]","['TR 0630pm-1000pm 03/26-04/03 DSB 109', 'TR 0630pm-1000pm 04/09-04/16 DSB 109', 'TR 0630pm-1000pm 04/23-04/25 DSB 109', 'F 0630pm-1000pm 04/26-04/26 DSB 106', 'T 0630pm-1000pm 04/30-04/30 DSB 109', 'TR 0630pm-1000pm 05/07-05/09 DSB 109']",Rob   Hornak,25,27,-2
Spring2019,37518,AC 0560,01,3.000,Audit Issues in a Global Environment,"[{'days': 'MR', 'times': '0150pm-0450pm', 'dates': '01/28-03/15', 'location': 'NHS 103'}]",['MR 0150pm-0450pm 01/28-03/15 NHS 103'],Paul   Caster,15,24,-9
Spring2019,38151,AC 0560,02,3.000,Audit Issues in a Global Environment,"[{'days': 'M', 'times': '0150pm-0450pm', 'dates': '03/25-05/10', 'location': 'NHS 103'}, {'days': 'S', 'times': '0900am-0530pm', 'dates': '03/30-03/30', 'location': 'DSB 111'}, {'days': 'S', 'times': '0900am-0530pm', 'dates': '04/13-04/13', 'location': 'DSB 111'}, {'days': 'S', 'times': '0900am-0530pm', 'dates': '04/27-04/27', 'location': 'DSB 111'}]","['M 0150pm-0450pm 03/25-05/10 NHS 103', 'S 0900am-0530pm 03/30-03/30 DSB 111', 'S 0900am-0530pm 04/13-04/13 DSB 111', 'S 0900am-0530pm 04/27-04/27 DSB 111']",Paul   Caster,15,17,-2
Spring2019,39012,AC 0560,03,3.000,Audit Issues in a Global Environment,"[{'days': 'R', 'times': '0150pm-0450pm', 'dates': '03/25-05/10', 'location': 'NHS 103'}, {'days': 'S', 'times': '0900am-0530pm', 'dates': '03/30-03/30', 'location': 'DSB 111'}, {'days': 'S', 'times': '0900am-0530pm', 'dates': '04/13-04/13', 'location': 'DSB 111'}, {'days': 'S', 'times': '0900am-0530pm', 'dates': '04/27-04/27', 'location': 'DSB 111'}]","['R 0150pm-0450pm 03/25-05/10 NHS 103', 'S 0900am-0530pm 03/30-03/30 DSB 111', 'S 0900am-0530pm 04/13-04/13 DSB 111', 'S 0900am-0530pm 04/27-04/27 DSB 111']",Paul   Caster,20,10,10
Spring2019,38152,AC 0565,01,3.000,Forensic Accounting,"[{'days': 'F', 'times': '0200pm-0400pm', 'dates': '03/29-03/29', 'location': 'ONLINE '}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/02-04/02', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-1030pm', 'dates': '04/04-04/04', 'location': 'DSB 105'}, {'days': 'FS', 'times': '0800am-1200pm', 'dates': '04/05-04/06', 'location': 'MCA 102'}, {'days': 'F', 'times': '0200pm-0500pm', 'dates': '04/12-04/12', 'location': 'ONLINE '}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/16-04/16', 'location': 'MCA 102'}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/23-04/30', 'location': 'ONLINE '}, {'days': 'F', 'times': '0200pm-0500pm', 'dates': '04/26-04/26', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-1030pm', 'dates': '05/02-05/02', 'location': 'DSB 105'}, {'days': 'FS', 'times': '0800am-1200pm', 'dates': '05/03-05/04', 'location': 'MCA 102'}, {'days': 'W', 'times': '0200pm-0400pm', 'dates': '05/08-05/08', 'location': 'DSB 105'}]","['F 0200pm-0400pm 03/29-03/29 ONLINE ', 'T 0200pm-0400pm 04/02-04/02 ONLINE ', 'R 0630pm-1030pm 04/04-04/04 DSB 105', 'FS 0800am-1200pm 04/05-04/06 MCA 102', 'F 0200pm-0500pm 04/12-04/12 ONLINE ', 'T 0200pm-0400pm 04/16-04/16 MCA 102', 'T 0200pm-0400pm 04/23-04/30 ONLINE ', 'F 0200pm-0500pm 04/26-04/26 ONLINE ', 'R 0630pm-1030pm 05/02-05/02 DSB 105', 'FS 0800am-1200pm 05/03-05/04 MCA 102', 'W 0200pm-0400pm 05/08-05/08 DSB 105']",Victor E.  Hartman,24,16,8
Spring2019,38153,AC 0565,02,3.000,Forensic Accounting,"[{'days': 'F', 'times': '0200pm-0400pm', 'dates': '03/29-03/29', 'location': 'ONLINE '}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/02-04/02', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-1030pm', 'dates': '04/04-04/04', 'location': 'DSB 105'}, {'days': 'FS', 'times': '0100pm-0500pm', 'dates': '04/05-04/06', 'location': 'MCA 102'}, {'days': 'F', 'times': '0200pm-0500pm', 'dates': '04/12-04/12', 'location': 'ONLINE '}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/16-04/16', 'location': 'MCA 102'}, {'days': 'T', 'times': '0200pm-0400pm', 'dates': '04/23-04/30', 'location': 'ONLINE '}, {'days': 'F', 'times': '0200pm-0500pm', 'dates': '04/26-04/26', 'location': 'ONLINE '}, {'days': 'R', 'times': '0630pm-1030pm', 'dates': '05/02-05/02', 'location': 'DSB 105'}, {'days': 'FS', 'times': '0100pm-0500pm', 'dates': '05/03-05/04', 'location': 'MCA 102'}, {'days': 'W', 'times': '0200pm-0400pm', 'dates': '05/08-05/08', 'location': 'DSB 105'}]","['F 0200pm-0400pm 03/29-03/29 ONLINE ', 'T 0200pm-0400pm 04/02-04/02 ONLINE ', 'R 0630pm-1030pm 04/04-04/04 DSB 105', 'FS 0100pm-0500pm 04/05-04/06 MCA 102', 'F 0200pm-0500pm 04/12-04/12 ONLINE ', 'T 0200pm-0400pm 04/16-04/16 MCA 102', 'T 0200pm-0400pm 04/23-04/30 ONLINE ', 'F 0200pm-0500pm 04/26-04/26 ONLINE ', 'R 0630pm-1030pm 05/02-05/02 DSB 105', 'FS 0100pm-0500pm 05/03-05/04 MCA 102', 'W 0200pm-0400pm 05/08-05/08 DSB 105']",Victor E.  Hartman,24,9,15
Spring2019,38417,AC 0591,01,3.000,Practicum in Accounting,[],[],Kathi M.  Mettler,12,9,3
Spring2019,38418,AC 0591,02,3.000,Practicum in Accounting,[],[],Kathi M.  Mettler,12,10,2
Spring2019,39089,AS 0399,JG,3.000,Independent Research Project,[],[],Johanna   Garvey,1,1,0
Spring2019,39082,AS 0399,PB,3.000,Independent Research Project,[],[],Peter L.  Bayers,1,1,0
Spring2019,39169,AS 0404,JG,3.000,American Studies Graduate Project,[],[],Johanna   Garvey,1,1,0
Spring2019,39130,AS 0404,ML,3.000,American Studies Graduate Project,[],[],Martha S.  LoMonaco,1,1,0
Spring2019,38939,AS 0453,01,3.000,American Popular Entertainments and Social History,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/22-05/10', 'location': 'DMH 231'}]",['R 0500pm-0730pm 01/22-05/10 DMH 231'],Martha S.  LoMonaco,15,6,9
Spring2019,39157,AS 0499,PB,3.000,Independent Study,[],[],Peter L.  Bayers,1,1,0
Spring2019,38940,ASMU 0402,01,3.000,History of Rock,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-05/10', 'location': 'JGS 25'}]",['M 0630pm-0900pm 01/22-05/10 JGS 25'],Brian Q.  Torff,15,9,6
Spring2019,37355,AY 0010,01,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DMH 149'}]",['TF 0200pm-0315pm 01/22-04/30 DMH 149'],Scott M.  Lacy,28,28,0
Spring2019,38156,AY 0052,01,3.000,Culture and Political Economy,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'DMH 149'}]",['MR 1100am-1215pm 01/22-04/30 DMH 149'],Alfred   Babo,5,2,3
Spring2019,38966,AY 0052,02,3.000,Culture and Political Economy,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'DMH 148'}]",['MR 0200pm-0315pm 01/22-04/30 DMH 148'],Alfred   Babo,5,4,1
Spring2019,37495,AY 0110,01,3.000,Biological Anthropology,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DMH 148'}]",['W 0200pm-0430pm 01/22-04/30 DMH 148'],Blaire   Hensley-Marschand,28,28,0
Spring2019,37663,AY 0110,02,3.000,Biological Anthropology,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DMH 148'}]",['W 0630pm-0900pm 01/22-04/30 DMH 148'],Blaire   Hensley-Marschand,28,28,0
Spring2019,37938,AY 0111,OL1,3.000,Cultural Anthropology,[],[],Joseph A.  Wilson,20,21,-1
Spring2019,39139,AY 0111,OL2,3.000,Cultural Anthropology,[],[],Joseph A.  Wilson,20,21,-1
Spring2019,37805,AY 0115,01,3.000,Biomedical Anthropology,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'NHS 404'}]",['M 0630pm-0900pm 01/22-04/30 NHS 404'],Gary P.  Aronsen,25,24,1
Spring2019,38842,AY 0115,02,3.000,Biomedical Anthropology,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'NHS 204'}]",['T 0630pm-0900pm 01/22-04/30 NHS 204'],Gary P.  Aronsen,25,25,0
Spring2019,38843,AY 0135,01,3.000,Refugees and Culture in the Modern World,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DMH 348'}]",['W 0200pm-0430pm 01/22-04/30 DMH 348'],Alfred   Babo,25,22,3
Spring2019,37806,AY 0180,OL1,3.000,Grant Writing for the Social Sciences,[],[],David   Crawford,20,19,1
Spring2019,38845,AY 0189,01,3.000,Theory and Practice in Anthropology,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/22-04/30', 'location': 'CNS 106'}]",['R 0500pm-0730pm 01/22-04/30 CNS 106'],David   Crawford,25,10,15
Spring2019,38846,AY 0200,01,3.000,Anthropological Research Methods,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'DMH 149'}]",['TF 1230pm-0145pm 01/22-04/30 DMH 149'],Scott M.  Lacy,25,4,21
Spring2019,37231,AE 0262,01,3.000,Ethics and the Community,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['W 0200pm-0430pm 01/22-04/30 CNS 6'],Robert A.  Liftig,30,30,0
Spring2019,37563,AE 0265,01,3.000,Ethics in Education,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'DSB 108'}]",['TR 0500pm-0615pm 01/22-04/30 DSB 108'],Robert A.  Liftig,30,30,0
Spring2019,37286,AE 0276,01,3.000,Ethical Dimensions of Global Business Practices,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'DSB 104'}]",['MR 0930am-1045am 01/22-04/30 DSB 104'],Robert B.  Day,30,23,7
Spring2019,37232,AE 0281,01,3.000,Ethics of Communications,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DMH 347'}]",['T 0630pm-0900pm 01/22-04/30 DMH 347'],Barry   Butler,30,30,0
Spring2019,38360,AE 0283,01,3.000,Environmental Justice,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'BNW 138'}]",['M 0630pm-0900pm 01/22-04/30 BNW 138'],Richard L.  Newman,30,28,2
Spring2019,37847,AE 0284,01,3.000,Environmental Ethics,"[{'days': 'F', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'CNS 9'}]",['F 0200pm-0430pm 01/22-04/30 CNS 9'],Toby J.  Svoboda,30,9,21
Spring2019,37154,AE 0285,01,3.000,Ethics of Health Care,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/22-04/30', 'location': 'DMH 347'}]",['MW 0500pm-0615pm 01/22-04/30 DMH 347'],Curtis R.  Naser,30,29,1
Spring2019,37898,AE 0285,02,3.000,Ethics of Health Care,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['T 0500pm-0730pm 01/22-04/30 CNS 10'],Richard L.  Newman,30,30,0
Spring2019,37164,AE 0287,01,3.000,Engineering Ethics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/22-04/30', 'location': 'CNS 15'}]",['MR 0200pm-0315pm 01/22-04/30 CNS 15'],David P.  Schmidt,36,35,1
Spring2019,37110,AE 0291,01,3.000,Business Ethics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'CNS 304'}]",['T 0630pm-0900pm 01/22-04/30 CNS 304'],Scott W.  Ventrella,30,30,0
Spring2019,37848,AE 0291,02,3.000,Business Ethics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'DMH 349'}]",['MR 1100am-1215pm 01/22-04/30 DMH 349'],Joan L.  Lee,30,31,-1
Spring2019,37849,AE 0291,03,3.000,Business Ethics,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'BNW 340'}]",['M 0630pm-0900pm 01/22-04/30 BNW 340'],Caroline   Moore,30,29,1
Spring2019,37850,AE 0291,04,3.000,Business Ethics,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/22-04/30', 'location': 'DSB 104'}]",['W 0200pm-0430pm 01/22-04/30 DSB 104'],Norma   Schmidt,30,30,0
Spring2019,39023,AE 0291,05,3.000,Business Ethics,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DSB 110A'}]",['W 0630pm-0900pm 01/22-04/30 DSB 110A'],Norma   Schmidt,30,30,0
Spring2019,37851,AE 0291,OL1,3.000,Business Ethics,[],[],Lisa M.  Sticca-Conrod,20,17,3
Spring2019,37852,AE 0291,OL2,3.000,Business Ethics,[],[],Lisa M.  Sticca-Conrod,20,20,0
Spring2019,38045,AE 0291,OL3,3.000,Business Ethics,[],[],Jeffrey L.  Yoder,20,20,0
Spring2019,37115,AE 0391,01,3.000,"Seminar in Business Law, Regulation, and Ethics","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'DSB 2109A'}]",['M 0630pm-0900pm 01/22-04/30 DSB 2109A'],David P.  Schmidt,15,5,10
Spring2019,37292,AR 0211,01,3.000,Intermediate Modern Standard Arabic II,"[{'days': 'MW', 'times': '0630pm-0745pm', 'dates': '01/22-04/30', 'location': 'DMH 331'}]",['MW 0630pm-0745pm 01/22-04/30 DMH 331'],Yasir G.  Hamed,18,2,16
Spring2019,37169,AH 0010,01,3.000,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'BLM LL105'}]",['MR 0930am-1045am 01/22-04/30 BLM LL105'],Katherine A.  Schwab,25,25,0
Spring2019,38159,AH 0010,02,3.000,Origins and Transformations in Western Art,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'BLM LL105'}]",['MR 1100am-1215pm 01/22-04/30 BLM LL105'],Katherine A.  Schwab,25,25,0
Spring2019,38751,AH 0010,OL1,3.000,Origins and Transformations in Western Art,[],[],Alison C.  Poe,20,10,10
Spring2019,37068,AH 0011,01,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['MR 0930am-1045am 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,16,9
Spring2019,37069,AH 0011,02,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['MR 1100am-1215pm 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,24,1
Spring2019,37070,AH 0011,03,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['M 0630pm-0900pm 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,23,2
Spring2019,39120,AH 0011,OL1,3.000,Visual Culture Since 1400: Expression and Experimentation,[],[],Lauren Elise  Cesiro,20,19,1
Spring2019,38752,AH 0013,01,3.000,"Art of Africa, the Caribbean, and the Americas","[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['MR 1230pm-0145pm 01/22-04/30 CNS 10'],Ive E.  Covaci,25,25,0
Spring2019,38753,AH 0014,01,3.000,Art of Asia,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/22-04/30', 'location': 'CNS 10'}]",['MR 0930am-1045am 01/22-04/30 CNS 10'],Ive E.  Covaci,25,25,0
Spring2019,38754,AH 0109,01,3.000,Jewish Art: Moses to Modernity,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/22-04/30', 'location': 'CNS 6'}]",['W 1100am-0130pm 01/22-04/30 CNS 6'],Philip I.  Eliasoph,25,12,13
Spring2019,38755,AH 0121,OL1,3.000,Celtic and Early Irish Art,[],[],Marice E.  Rose,20,22,-2
