crn,catalog_id,section,credits,title,meetings,primary_instructor
34618,AC 0012,13,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",Joan L.  Lee
34768,AC 0012,14,3.000,Introduction to Management Accounting,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",Joan L.  Lee
34137,AC 0203,01,3.000,Intermediate Accounting I,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 104'}]",Rebecca I.  Bloch
34033,AC 0204,01,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 104'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]",Milo W.  Peck
34067,AC 0204,02,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 104'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]",Milo W.  Peck
34272,AC 0204,03,3.000,Intermediate Accounting II,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'DSB 106'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]",Milo W.  Peck
34967,AC 0204,04,3.000,Intermediate Accounting II,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 110B'}, {'days': 'S', 'times': '0830am-0430pm', 'dates': '03/24-03/24', 'location': 'NHS 224'}]",Stephen E.  Yost
34393,AC 0265,01,3.000,Accounting Information Systems,"[{'days': 'W', 'times': '0800am-1030am', 'dates': '01/16-05/01', 'location': 'DSB 107'}]",Scott M  Brenner
34145,AC 0310,01,3.000,Advanced Accounting,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 108'}]",Lisa Suzanne  Haylon
34228,AC 0310,02,3.000,Advanced Accounting,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'DSB 106'}]",Patricia M.  Poli
34619,AC 0310,03,3.000,Advanced Accounting,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",Patricia M.  Poli
34315,AC 0320,01,3.000,Cost Management,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 109'}]",Bruce   Bradford
34620,AC 0320,02,3.000,Cost Management,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DSB 109'}]",Bruce   Bradford
34223,AC 0330,01,3.000,Auditing,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/16-05/01', 'location': 'DSB 111'}]",Carlos   Fernandez-Varela
34570,AC 0330,02,3.000,Auditing,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 111'}]",Carlos   Fernandez-Varela
34230,AC 0343,01,3.000,Federal Income Taxation I,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 110B'}]",Jo Ann   Drusbosky
34814,AC 0343,02,3.000,Federal Income Taxation I,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/16-05/01', 'location': 'DSB 2109A'}]",Ahmed M.  Ebrahim
35682,AC 0343,03,3.000,Federal Income Taxation I,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'DSB 104'}]",Kathi M.  Mettler
34571,AC 0344,01,3.000,Individual Taxation: Socioeconomic Applications,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/16-05/01', 'location': 'DSB 2109A'}]",Joseph R.  D'Agostin
34083,AC 0345,01,3.000,Federal Income Taxation II,"[{'days': 'MR', 'times': '0630pm-0900pm', 'dates': '01/16-03/05', 'location': 'DSB 108'}]",Kathi M.  Mettler
34865,AC 0391,01,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
35440,AC 0392,01,3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
35104,AC 0394,01,1.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Sarah Jennie  Bollinger
36102,AC 0397,JL,3.000,Independent Study,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Joan L.  Lee
34580,AC 0550,01,3.000,Accounting Information Systems and Technology,"[{'days': 'MR', 'times': '0155pm-0455pm', 'dates': '03/19-05/11', 'location': 'CNS 301'}]",Bruce   Bradford
34723,AC 0555,01,3.000,Issues in Internal Audit,"[{'days': 'MR', 'times': '0630pm-0930pm', 'dates': '03/19-05/11', 'location': 'NHS 404'}]",Paul   Caster
34581,AC 0560,01,3.000,Audit Issues in a Global Environment,"[{'days': 'TF', 'times': '0155pm-0455pm', 'dates': '01/16-03/09', 'location': 'DSB 115'}]",Kara E.  Hunter
34582,AC 0560,02,3.000,Audit Issues in a Global Environment,"[{'days': 'TF', 'times': '0755am-1055am', 'dates': '03/19-05/11', 'location': 'DSB 107'}]",Kara E.  Hunter
35683,AC 0560,03,3.000,Audit Issues in a Global Environment,"[{'days': 'TF', 'times': '0155pm-0455pm', 'dates': '03/19-05/11', 'location': 'DSB 110A'}]",Kara E.  Hunter
35684,AC 0565,01,3.000,Forensic Accounting,"[{'days': 'T', 'times': '0600pm-0800pm', 'dates': '03/20-03/20', 'location': 'DSB 112'}, {'days': 'T', 'times': '0600pm-1000pm', 'dates': '03/27-03/27', 'location': 'DSB 112'}, {'days': 'W', 'times': '0300pm-0900pm', 'dates': '03/28-03/28', 'location': 'DSB 112'}, {'days': 'T', 'times': '0600pm-0900pm', 'dates': '04/03-04/03', 'location': 'DSB 112'}, {'days': 'T', 'times': '0600pm-1000pm', 'dates': '04/17-04/17', 'location': 'DSB 112'}, {'days': 'W', 'times': '0100pm-1000pm', 'dates': '04/18-04/18', 'location': 'DSB 112'}, {'days': 'T', 'times': '0600pm-0800pm', 'dates': '04/24-04/24', 'location': 'DSB 112'}, {'days': 'W', 'times': '0600pm-0900pm', 'dates': '04/25-04/25', 'location': 'DSB 112'}, {'days': 'T', 'times': '0600pm-1000pm', 'dates': '05/01-05/01', 'location': 'DSB 112'}, {'days': 'W', 'times': '0300pm-0900pm', 'dates': '05/02-05/02', 'location': 'DSB 109'}, {'days': 'T', 'times': '0600pm-0800pm', 'dates': '05/08-05/08', 'location': 'DSB 112'}]",Victor E.  Hartman
35685,AC 0565,02,3.000,Forensic Accounting,"[{'days': 'T', 'times': '0600pm-0800pm', 'dates': '03/20-03/20', 'location': 'DSB 107'}, {'days': 'W', 'times': '0755am-0155pm', 'dates': '03/28-03/28', 'location': 'DSB 112'}, {'days': 'R', 'times': '0755am-1155am', 'dates': '03/29-03/29', 'location': 'DSB 2109A'}, {'days': 'T', 'times': '0600pm-0900pm', 'dates': '04/03-04/03', 'location': 'DSB 107'}, {'days': 'W', 'times': '0755am-0455pm', 'dates': '04/18-04/18', 'location': 'DSB 112'}, {'days': 'R', 'times': '0755am-1155am', 'dates': '04/19-04/19', 'location': 'DSB 2109A'}, {'days': 'T', 'times': '0600pm-0800pm', 'dates': '04/24-04/24', 'location': 'DSB 112'}, {'days': 'W', 'times': '0600pm-0900pm', 'dates': '04/25-04/25', 'location': 'DSB 107'}, {'days': 'W', 'times': '0755am-0155pm', 'dates': '05/02-05/02', 'location': 'DSB 2109A'}, {'days': 'R', 'times': '0755am-1155am', 'dates': '05/03-05/03', 'location': 'DSB 2109A'}, {'days': 'T', 'times': '0600pm-0800pm', 'dates': '05/08-05/08', 'location': 'DSB 112'}]",Victor E.  Hartman
35996,AC 0591,01,3.000,Practicum in Accounting,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/11', 'location': 'BY ARR '}]",Kathi M.  Mettler
35997,AC 0591,02,3.000,Practicum in Accounting,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/11', 'location': 'BY ARR '}]",Kathi M.  Mettler
36057,AS 0399,EH,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Elizabeth   Hohl
36055,AS 0399,LC,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Lydia E. N.  Ciollo
36053,AS 0399,TS,3.000,Independent Research Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Toby J.  Svoboda
36243,AS 0404,CB,3.000,American Studies Graduate Project,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/11', 'location': 'BY ARR '}]",Cecelia F.  Bucki
35838,ASMU 0401,01,3.000,History of Jazz,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/11', 'location': 'JGS 25'}]",Brian Q.  Torff
35839,ASTA 0421,01,3.000,Ethnic American Performance and Society,"[{'days': 'R', 'times': '0500pm-0730pm', 'dates': '01/16-05/01', 'location': 'DMH 231'}]",Martha S.  LoMonaco
34379,AY 0010,01,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'CNS 9'}]",Scott M.  Lacy
34380,AY 0010,02,3.000,Introduction to Four-Field Anthropology,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'CNS 104'}]",Scott M.  Lacy
35688,AY 0052,01,3.000,Culture and Political Economy,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'JGS 25'}]",David   Crawford
34553,AY 0110,01,3.000,Biological Anthropology,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/16-05/01', 'location': 'DMH 348'}]",Blaire   Hensley-Marschand
34749,AY 0110,02,3.000,Biological Anthropology,"[{'days': 'W', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DMH 148'}]",Blaire   Hensley-Marschand
34742,AY 0111,01,3.000,Cultural Anthropology,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Alfred   Babo
34743,AY 0111,02,3.000,Cultural Anthropology,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'JGS 25'}]",Alfred   Babo
35147,AY 0111,OL1,3.000,Cultural Anthropology,"[{'days': '\xa0', 'times': 'TBA', 'dates': '03/19-05/04', 'location': 'ONLINE '}]",Joseph A.  Wilson
34953,AY 0115,01,3.000,Biomedical Anthropology,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'NHS 210'}]",Gary P.  Aronsen
34954,AY 0180,OL1,3.000,Grant Writing for the Social Sciences,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'ONLINE '}]",David   Crawford
35943,AY 0390C,01,3.000,Special Topics: Anthropology and Education,"[{'days': 'R', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'MCA 206'}]",Sarah A.  Wessler
34246,AE 0262,01,3.000,Ethics and the Community,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",Robert A.  Liftig
34630,AE 0265,01,3.000,Ethics in Education,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/16-05/01', 'location': 'DSB 115'}]",Robert A.  Liftig
34306,AE 0276,01,3.000,Ethical Dimensions of Global Business Practices,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'CNS 10'}]",Robert B.  Day
34247,AE 0281,01,3.000,Ethics of Communications,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 110A'}]",Barry   Butler
35934,AE 0283,01,3.000,Environmental Justice,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 105'}]",Richard L.  Newman
35017,AE 0284,01,3.000,Environmental Ethics,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'DMH 149'}]",Toby J.  Svoboda
34163,AE 0285,01,3.000,Ethics of Health Care,"[{'days': 'MW', 'times': '0500pm-0615pm', 'dates': '01/16-05/01', 'location': 'DMH 350'}]",Curtis R.  Naser
35079,AE 0285,02,3.000,Ethics of Health Care,"[{'days': 'T', 'times': '0500pm-0730pm', 'dates': '01/16-05/01', 'location': 'CNS 9'}]",Richard L.  Newman
34173,AE 0287,01,3.000,Engineering Ethics,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'NHS 404'}]",David P.  Schmidt
34117,AE 0291,01,3.000,Business Ethics,"[{'days': 'T', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'CNS 304'}]",Scott W.  Ventrella
35018,AE 0291,02,3.000,Business Ethics,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'DSB 107'}]",Joan L.  Lee
35019,AE 0291,03,3.000,Business Ethics,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'DSB 110A'}]",Norma   Schmidt
35020,AE 0291,04,3.000,Business Ethics,"[{'days': 'W', 'times': '0200pm-0430pm', 'dates': '01/16-05/01', 'location': 'DSB 111'}]",Norma   Schmidt
35021,AE 0291,OL1,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/29-03/16', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
35022,AE 0291,OL2,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '03/19-05/04', 'location': 'ONLINE '}]",Lisa M.  Sticca-Conrod
35384,AE 0291,OL3,3.000,Business Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'ONLINE '}]",Jeffrey L.  Yoder
34123,AE 0391,01,3.000,"Seminar in Business Law, Regulation, and Ethics","[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'NHS 405'}]",David P.  Schmidt
35954,AE 0399,FH,3.000,Special Topics in Applied Ethics,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Francis T.  Hannafey
34257,AR 0111,01,3.000,Elementary Modern Standard Arabic II,"[{'days': 'MWR', 'times': '0800am-0850am', 'dates': '01/16-05/01', 'location': 'CNS 306'}]",Yasir G.  Hamed
34312,AR 0211,01,3.000,Intermediate Modern Standard Arabic II,"[{'days': 'MR', 'times': '0930am-1020am', 'dates': '01/16-05/01', 'location': 'CNS 209'}, {'days': 'W', 'times': '0900am-0950am', 'dates': '01/16-05/01', 'location': 'CNS 209'}]",Yasir G.  Hamed
34178,AH 0010,01,3.000,Origins and Transformations in Western Art,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'CNS 10'}]",Megan K.  Paqua
35692,AH 0010,02,3.000,Origins and Transformations in Western Art,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'NHS 204'}]",Katherine A.  Schwab
35693,AH 0010,03,3.000,Origins and Transformations in Western Art,"[{'days': 'TF', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'NHS 204'}]",Katherine A.  Schwab
34074,AH 0011,01,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'CNS 10'}]",Marice E.  Rose
34075,AH 0011,02,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Philip I.  Eliasoph
34076,AH 0011,03,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Philip I.  Eliasoph
34294,AH 0011,04,3.000,Visual Culture Since 1400: Expression and Experimentation,"[{'days': 'M', 'times': '0630pm-0900pm', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Philip I.  Eliasoph
35694,AH 0102,01,3.000,Art of East Asia,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'CNS 10'}]",Ive E.  Covaci
35695,AH 0111,01,3.000,Greek Art and Archaeology,"[{'days': 'MR', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'BLM LL105'}]",Katherine A.  Schwab
35696,AH 0131,01,3.000,High Renaissance and Mannerism in Italy,"[{'days': 'M', 'times': '0500pm-0730pm', 'dates': '01/16-05/01', 'location': 'BLM LL105'}]",Michelle Marie  DiMarzo
35697,AH 0165,01,3.000,The Black Experience: African-American Art and Criticism in the 20th and 21st Centuries,"[{'days': 'TR', 'times': '0800pm-0915pm', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Andrew M.  Davenport
35093,AH 0310,01,1.000-3.000,Internship,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Marice E.  Rose
34171,AH 0330,01,3.000,Senior Capstone Seminar,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Philip I.  Eliasoph
35100,AH 0330A,01,3.000,Senior Capstone Seminar,"[{'days': 'W', 'times': '1100am-0130pm', 'dates': '01/16-05/01', 'location': 'CNS 6'}]",Philip I.  Eliasoph
35347,AN 0310,01,3.000,Asian Studies Seminar,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/16-05/01', 'location': 'BY ARR '}]",Danke   Li
35233,BEN 0300,01,4.000,Biomedical Instrumentation,"[{'days': 'TF', 'times': '1230pm-0245pm', 'dates': '01/16-05/01', 'location': 'BNW 133'}]",Susan L.  Freudzon
35853,BEN 0332,01,3.000,Biomedical Imaging,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'BNW 133'}]",Susan L.  Freudzon
34041,BI 0016,01,3.000,Fundamentals of Biology II,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/16-05/01', 'location': 'BNW 127'}]",Mary W.  Clark
35169,BI 0016,02,3.000,Fundamentals of Biology II,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '01/16-05/01', 'location': 'BNW 127'}]",Mary W.  Clark
34221,BI 0018,01,3.000,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'BNW 332'}]",Indrani   Dutta
34631,BI 0018,02,3.000,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0330pm-0445pm', 'dates': '01/16-05/01', 'location': 'BNW 332'}]",Indrani   Dutta
35170,BI 0018,03,3.000,Human Biology: Form and Function,"[{'days': 'MR', 'times': '0200pm-0315pm', 'dates': '01/16-05/01', 'location': 'BNW 340'}]",Eugenia T.  Zavras
35734,BI 0071,OL1,3.000,Identity and the Human Genome,"[{'days': '\xa0', 'times': 'TBA', 'dates': '01/29-03/16', 'location': 'ONLINE '}]",Christine R.  Rodriguez
34350,BI 0074,01,3.000,Biology of Food,"[{'days': 'TF', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'BNW 332'}]",Tod   Osier
35977,BI 0074,02,3.000,Biology of Food,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'BNW 332'}]",Tod   Osier
34787,BI 0078,01,3.000,Introduction to Marine Science,"[{'days': 'TR', 'times': '0500pm-0615pm', 'dates': '01/16-05/01', 'location': 'BNW 137'}]",Brian D.  Ortman
34788,BI 0078,02,3.000,Introduction to Marine Science,"[{'days': 'TR', 'times': '0630pm-0745pm', 'dates': '01/16-05/01', 'location': 'BNW 137'}]",Brian D.  Ortman
34042,BI 0108,01,4.000,Human Anatomy and Physiology II,"[{'days': 'MR', 'times': '1100am-1215pm', 'dates': '01/16-05/01', 'location': 'NHS 224'}]",Christine   Earls
34557,BI 0108,02,4.000,Human Anatomy and Physiology II,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'NHS 224'}]",Anthony J.  DeCristofaro
34352,BI 0108L,01,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'M', 'times': '0100pm-0350pm', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Christine   Earls
34353,BI 0108L,02,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'T', 'times': '0900am-1150am', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Debra S.  Sauer
34354,BI 0108L,03,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'W', 'times': '0830am-1120am', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
34355,BI 0108L,04,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'W', 'times': '1230pm-0320pm', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
34356,BI 0108L,05,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'W', 'times': '0530pm-0820pm', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",John F.  Karpinski
34558,BI 0108L,06,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'R', 'times': '0100pm-0350pm', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Christine   Earls
34789,BI 0108L,07,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'F', 'times': '1000am-1250pm', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Christine   Earls
35171,BI 0108L,08,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'M', 'times': '0900am-1150am', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Anthony J.  DeCristofaro
35172,BI 0108L,09,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'R', 'times': '0900am-1150am', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Debra S.  Sauer
35735,BI 0108L,10,0.000,Human Anatomy and Physiology Lab II,"[{'days': 'M', 'times': '0530pm-0820pm', 'dates': '01/16-05/01', 'location': 'BNW 240'}]",Sonal N.  Date
34141,BI 0151,01,4.000,Elements of Microbiology,"[{'days': 'MR', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'BNW 335'}]",Christine R.  Rodriguez
35736,BI 0151,02,4.000,Elements of Microbiology,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'BNW GR22'}]",Christine R.  Rodriguez
34357,BI 0151L,01,0.000,Elements of Microbiology Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 245'}]",Muhammed A.  Odud
34358,BI 0151L,02,0.000,Elements of Microbiology Lab,"[{'days': 'T', 'times': '0930am-1220pm', 'dates': '01/16-05/01', 'location': 'BNW 245'}]",Lori A.  John
34771,BI 0151L,03,0.000,Elements of Microbiology Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 245'}]",Lori A.  John
35737,BI 0151L,05,0.000,Elements of Microbiology Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 245'}]",Christine R.  Rodriguez
34142,BI 0171,01,4.000,General Biology II,"[{'days': 'TF', 'times': '0930am-1045am', 'dates': '01/16-05/01', 'location': 'NHS 224'}]",Catherine J.  Andersen
34359,BI 0171,02,4.000,General Biology II,"[{'days': 'TF', 'times': '1230pm-0145pm', 'dates': '01/16-05/01', 'location': 'NHS 224'}]",Catherine J.  Andersen
34360,BI 0171L,01,0.000,General Biology II Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 261'}]",Phyllis Cellini  Braun
34361,BI 0171L,02,0.000,General Biology II Lab,"[{'days': 'M', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 264'}]",Lenka   Biardi
34362,BI 0171L,03,0.000,General Biology II Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 261'}]",Diane J.  Brousseau
34363,BI 0171L,04,0.000,General Biology II Lab,"[{'days': 'T', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 264'}]",John F.  Karpinski
34364,BI 0171L,05,0.000,General Biology II Lab,"[{'days': 'W', 'times': '0530pm-0820pm', 'dates': '01/16-05/01', 'location': 'BNW 261'}]",Lenka   Biardi
35174,BI 0171L,06,0.000,General Biology II Lab,"[{'days': 'R', 'times': '0200pm-0450pm', 'dates': '01/16-05/01', 'location': 'BNW 261'}]",Phyllis Cellini  Braun
